'0:00.371',-0.081
'0:00.373',-0.078
'0:00.375',-0.078
'0:00.377',-0.081
'0:00.379',-0.079
'0:00.381',-0.078
'0:00.383',-0.081
'0:00.385',-0.083
'0:00.388',-0.085
'0:00.390',-0.088
'0:00.392',-0.084
'0:00.394',-0.077
'0:00.396',-0.082
'0:00.398',-0.089
'0:00.400',-0.083
'0:00.402',-0.071
'0:00.404',-0.066
'0:00.406',-0.056
'0:00.408',-0.042
'0:00.410',-0.033
'0:00.413',-0.034
'0:00.415',-0.033
'0:00.417',-0.027
'0:00.419',-0.021
'0:00.421',-0.017
'0:00.423',-0.020
'0:00.425',-0.016
'0:00.427',-0.009
'0:00.429',-0.015
'0:00.431',-0.017
'0:00.433',-0.016
'0:00.435',-0.016
'0:00.438',0.000
'0:00.440',0.007
'0:00.442',0.012
'0:00.444',0.033
'0:00.446',0.035
'0:00.448',0.016
'0:00.450',0.001
'0:00.452',-0.007
'0:00.454',-0.011
'0:00.456',-0.022
'0:00.458',-0.033
'0:00.460',-0.028
'0:00.463',-0.027
'0:00.465',-0.032
'0:00.467',-0.035
'0:00.469',-0.034
'0:00.471',-0.033
'0:00.473',-0.044
'0:00.475',-0.059
'0:00.477',-0.061
'0:00.479',-0.071
'0:00.481',-0.088
'0:00.483',-0.096
'0:00.485',-0.093
'0:00.488',-0.092
'0:00.490',-0.096
'0:00.492',-0.099
'0:00.494',-0.101
'0:00.496',-0.105
'0:00.498',-0.106
'0:00.500',-0.107
'0:00.502',-0.109
'0:00.504',-0.106
'0:00.506',-0.105
'0:00.508',-0.109
'0:00.510',-0.112
'0:00.513',-0.112
'0:00.515',-0.112
'0:00.517',-0.110
'0:00.519',-0.111
'0:00.521',-0.111
'0:00.523',-0.105
'0:00.525',-0.109
'0:00.527',-0.112
'0:00.529',-0.112
'0:00.531',-0.111
'0:00.533',-0.110
'0:00.535',-0.110
'0:00.538',-0.107
'0:00.540',-0.104
'0:00.542',-0.100
'0:00.544',-0.101
'0:00.546',-0.106
'0:00.548',-0.110
'0:00.550',-0.115
'0:00.552',-0.129
'0:00.554',-0.159
'0:00.556',-0.188
'0:00.558',-0.194
'0:00.560',-0.182
'0:00.563',-0.153
'0:00.565',-0.104
'0:00.567',-0.037
'0:00.569',0.044
'0:00.571',0.150
'0:00.573',0.289
'0:00.575',0.432
'0:00.577',0.586
'0:00.579',0.761
'0:00.581',0.928
'0:00.583',1.076
'0:00.585',1.195
'0:00.588',1.277
'0:00.590',1.286
'0:00.592',1.137
'0:00.594',0.835
'0:00.596',0.564
'0:00.598',0.394
'0:00.600',0.203
'0:00.602',0.040
'0:00.604',-0.020
'0:00.606',-0.074
'0:00.608',-0.120
'0:00.610',-0.151
'0:00.613',-0.176
'0:00.615',-0.167
'0:00.617',-0.151
'0:00.619',-0.144
'0:00.621',-0.134
'0:00.623',-0.118
'0:00.625',-0.098
'0:00.627',-0.090
'0:00.629',-0.095
'0:00.631',-0.100
'0:00.633',-0.101
'0:00.635',-0.094
'0:00.638',-0.088
'0:00.640',-0.094
'0:00.642',-0.094
'0:00.644',-0.090
'0:00.646',-0.100
'0:00.648',-0.103
'0:00.650',-0.098
'0:00.652',-0.098
'0:00.654',-0.098
'0:00.656',-0.101
'0:00.658',-0.099
'0:00.660',-0.094
'0:00.663',-0.098
'0:00.665',-0.098
'0:00.667',-0.089
'0:00.669',-0.087
'0:00.671',-0.089
'0:00.673',-0.090
'0:00.675',-0.089
'0:00.677',-0.083
'0:00.679',-0.078
'0:00.681',-0.084
'0:00.683',-0.085
'0:00.685',-0.077
'0:00.688',-0.076
'0:00.690',-0.082
'0:00.692',-0.082
'0:00.694',-0.074
'0:00.696',-0.073
'0:00.698',-0.077
'0:00.700',-0.076
'0:00.702',-0.070
'0:00.704',-0.068
'0:00.706',-0.072
'0:00.708',-0.067
'0:00.710',-0.062
'0:00.713',-0.061
'0:00.715',-0.061
'0:00.717',-0.060
'0:00.719',-0.059
'0:00.721',-0.054
'0:00.723',-0.050
'0:00.725',-0.055
'0:00.727',-0.055
'0:00.729',-0.045
'0:00.731',-0.046
'0:00.733',-0.052
'0:00.735',-0.045
'0:00.738',-0.037
'0:00.740',-0.034
'0:00.742',-0.035
'0:00.744',-0.035
'0:00.746',-0.032
'0:00.748',-0.031
'0:00.750',-0.032
'0:00.752',-0.027
'0:00.754',-0.023
'0:00.756',-0.022
'0:00.758',-0.016
'0:00.760',-0.011
'0:00.763',-0.009
'0:00.765',-0.007
'0:00.767',-0.007
'0:00.769',-0.002
'0:00.771',0.009
'0:00.773',0.012
'0:00.775',0.007
'0:00.777',0.017
'0:00.779',0.026
'0:00.781',0.024
'0:00.783',0.027
'0:00.785',0.033
'0:00.788',0.039
'0:00.790',0.046
'0:00.792',0.051
'0:00.794',0.055
'0:00.796',0.062
'0:00.798',0.074
'0:00.800',0.083
'0:00.802',0.082
'0:00.804',0.087
'0:00.806',0.101
'0:00.808',0.105
'0:00.810',0.104
'0:00.813',0.110
'0:00.815',0.122
'0:00.817',0.125
'0:00.819',0.123
'0:00.821',0.132
'0:00.823',0.140
'0:00.825',0.144
'0:00.827',0.145
'0:00.829',0.150
'0:00.831',0.157
'0:00.833',0.161
'0:00.835',0.161
'0:00.838',0.164
'0:00.840',0.172
'0:00.842',0.176
'0:00.844',0.175
'0:00.846',0.177
'0:00.848',0.182
'0:00.850',0.182
'0:00.852',0.179
'0:00.854',0.176
'0:00.856',0.172
'0:00.858',0.166
'0:00.860',0.164
'0:00.863',0.156
'0:00.865',0.144
'0:00.867',0.139
'0:00.869',0.132
'0:00.871',0.118
'0:00.873',0.105
'0:00.875',0.099
'0:00.877',0.090
'0:00.879',0.076
'0:00.881',0.065
'0:00.883',0.055
'0:00.885',0.044
'0:00.888',0.031
'0:00.890',0.020
'0:00.892',0.012
'0:00.894',-0.001
'0:00.896',-0.015
'0:00.898',-0.021
'0:00.900',-0.022
'0:00.902',-0.032
'0:00.904',-0.045
'0:00.906',-0.051
'0:00.908',-0.055
'0:00.910',-0.060
'0:00.913',-0.067
'0:00.915',-0.072
'0:00.917',-0.071
'0:00.919',-0.071
'0:00.921',-0.076
'0:00.923',-0.081
'0:00.925',-0.082
'0:00.927',-0.082
'0:00.929',-0.085
'0:00.931',-0.090
'0:00.933',-0.092
'0:00.935',-0.090
'0:00.938',-0.093
'0:00.940',-0.099
'0:00.942',-0.100
'0:00.944',-0.095
'0:00.946',-0.095
'0:00.948',-0.100
'0:00.950',-0.099
'0:00.952',-0.095
'0:00.954',-0.094
'0:00.956',-0.099
'0:00.958',-0.101
'0:00.960',-0.098
'0:00.963',-0.096
'0:00.965',-0.100
'0:00.967',-0.100
'0:00.969',-0.095
'0:00.971',-0.090
'0:00.973',-0.092
'0:00.975',-0.095
'0:00.977',-0.092
'0:00.979',-0.087
'0:00.981',-0.087
'0:00.983',-0.090
'0:00.985',-0.090
'0:00.988',-0.084
'0:00.990',-0.085
'0:00.992',-0.090
'0:00.994',-0.087
'0:00.996',-0.085
'0:00.998',-0.085
'0:01.000',-0.084
'0:01.002',-0.084
'0:01.004',-0.079
'0:01.006',-0.081
'0:01.008',-0.087
'0:01.010',-0.084
'0:01.013',-0.079
'0:01.015',-0.077
'0:01.017',-0.078
'0:01.019',-0.081
'0:01.021',-0.082
'0:01.023',-0.077
'0:01.025',-0.078
'0:01.027',-0.081
'0:01.029',-0.072
'0:01.031',-0.070
'0:01.033',-0.074
'0:01.035',-0.076
'0:01.038',-0.077
'0:01.040',-0.073
'0:01.042',-0.076
'0:01.044',-0.082
'0:01.046',-0.077
'0:01.048',-0.071
'0:01.050',-0.073
'0:01.052',-0.078
'0:01.054',-0.077
'0:01.056',-0.072
'0:01.058',-0.074
'0:01.060',-0.081
'0:01.063',-0.078
'0:01.065',-0.076
'0:01.067',-0.074
'0:01.069',-0.077
'0:01.071',-0.079
'0:01.073',-0.073
'0:01.075',-0.073
'0:01.077',-0.079
'0:01.079',-0.078
'0:01.081',-0.077
'0:01.083',-0.079
'0:01.085',-0.081
'0:01.088',-0.083
'0:01.090',-0.083
'0:01.092',-0.085
'0:01.094',-0.090
'0:01.096',-0.089
'0:01.098',-0.084
'0:01.100',-0.083
'0:01.102',-0.085
'0:01.104',-0.088
'0:01.106',-0.088
'0:01.108',-0.085
'0:01.110',-0.088
'0:01.113',-0.090
'0:01.115',-0.087
'0:01.117',-0.084
'0:01.119',-0.084
'0:01.121',-0.087
'0:01.123',-0.085
'0:01.125',-0.079
'0:01.127',-0.081
'0:01.129',-0.082
'0:01.131',-0.077
'0:01.133',-0.066
'0:01.135',-0.050
'0:01.138',-0.037
'0:01.140',-0.032
'0:01.142',-0.029
'0:01.144',-0.028
'0:01.146',-0.028
'0:01.148',-0.027
'0:01.150',-0.021
'0:01.152',-0.015
'0:01.154',-0.011
'0:01.156',-0.011
'0:01.158',-0.018
'0:01.160',-0.022
'0:01.163',-0.021
'0:01.165',-0.022
'0:01.167',-0.011
'0:01.169',0.004
'0:01.171',0.015
'0:01.173',0.020
'0:01.175',0.012
'0:01.177',0.009
'0:01.179',0.000
'0:01.181',-0.018
'0:01.183',-0.023
'0:01.185',-0.018
'0:01.188',-0.024
'0:01.190',-0.031
'0:01.192',-0.033
'0:01.194',-0.035
'0:01.196',-0.035
'0:01.198',-0.043
'0:01.200',-0.043
'0:01.202',-0.043
'0:01.204',-0.057
'0:01.206',-0.067
'0:01.208',-0.077
'0:01.210',-0.089
'0:01.213',-0.093
'0:01.215',-0.096
'0:01.217',-0.095
'0:01.219',-0.098
'0:01.221',-0.100
'0:01.223',-0.103
'0:01.225',-0.110
'0:01.227',-0.110
'0:01.229',-0.106
'0:01.231',-0.111
'0:01.233',-0.115
'0:01.235',-0.114
'0:01.238',-0.114
'0:01.240',-0.112
'0:01.242',-0.116
'0:01.244',-0.122
'0:01.246',-0.117
'0:01.248',-0.115
'0:01.250',-0.122
'0:01.252',-0.118
'0:01.254',-0.115
'0:01.256',-0.115
'0:01.258',-0.111
'0:01.260',-0.110
'0:01.263',-0.107
'0:01.265',-0.105
'0:01.267',-0.110
'0:01.269',-0.114
'0:01.271',-0.111
'0:01.273',-0.111
'0:01.275',-0.112
'0:01.277',-0.116
'0:01.279',-0.120
'0:01.281',-0.131
'0:01.283',-0.162
'0:01.285',-0.194
'0:01.288',-0.200
'0:01.290',-0.186
'0:01.292',-0.164
'0:01.294',-0.126
'0:01.296',-0.059
'0:01.298',0.029
'0:01.300',0.129
'0:01.302',0.253
'0:01.304',0.393
'0:01.306',0.557
'0:01.308',0.741
'0:01.310',0.906
'0:01.313',1.058
'0:01.315',1.196
'0:01.317',1.304
'0:01.319',1.347
'0:01.321',1.237
'0:01.323',0.963
'0:01.325',0.665
'0:01.327',0.469
'0:01.329',0.286
'0:01.331',0.083
'0:01.333',-0.038
'0:01.335',-0.090
'0:01.338',-0.122
'0:01.340',-0.156
'0:01.342',-0.176
'0:01.344',-0.164
'0:01.346',-0.147
'0:01.348',-0.133
'0:01.350',-0.125
'0:01.352',-0.111
'0:01.354',-0.099
'0:01.356',-0.094
'0:01.358',-0.093
'0:01.360',-0.095
'0:01.363',-0.100
'0:01.365',-0.103
'0:01.367',-0.103
'0:01.369',-0.105
'0:01.371',-0.109
'0:01.373',-0.109
'0:01.375',-0.106
'0:01.377',-0.105
'0:01.379',-0.111
'0:01.381',-0.111
'0:01.383',-0.104
'0:01.385',-0.103
'0:01.388',-0.107
'0:01.390',-0.107
'0:01.392',-0.100
'0:01.394',-0.100
'0:01.396',-0.101
'0:01.398',-0.100
'0:01.400',-0.096
'0:01.402',-0.090
'0:01.404',-0.095
'0:01.406',-0.098
'0:01.408',-0.090
'0:01.410',-0.087
'0:01.413',-0.087
'0:01.415',-0.087
'0:01.417',-0.085
'0:01.419',-0.083
'0:01.421',-0.089
'0:01.423',-0.087
'0:01.425',-0.079
'0:01.427',-0.078
'0:01.429',-0.079
'0:01.431',-0.078
'0:01.433',-0.074
'0:01.435',-0.070
'0:01.438',-0.070
'0:01.440',-0.076
'0:01.442',-0.074
'0:01.444',-0.070
'0:01.446',-0.061
'0:01.448',-0.057
'0:01.450',-0.056
'0:01.452',-0.055
'0:01.454',-0.057
'0:01.456',-0.057
'0:01.458',-0.056
'0:01.460',-0.055
'0:01.463',-0.051
'0:01.465',-0.051
'0:01.467',-0.050
'0:01.469',-0.042
'0:01.471',-0.038
'0:01.473',-0.042
'0:01.475',-0.039
'0:01.477',-0.032
'0:01.479',-0.031
'0:01.481',-0.031
'0:01.483',-0.031
'0:01.485',-0.026
'0:01.488',-0.017
'0:01.490',-0.016
'0:01.492',-0.018
'0:01.494',-0.017
'0:01.496',-0.006
'0:01.498',-0.002
'0:01.500',-0.005
'0:01.502',0.002
'0:01.504',0.009
'0:01.506',0.011
'0:01.508',0.011
'0:01.510',0.016
'0:01.513',0.026
'0:01.515',0.029
'0:01.517',0.032
'0:01.519',0.038
'0:01.521',0.045
'0:01.523',0.050
'0:01.525',0.050
'0:01.527',0.059
'0:01.529',0.070
'0:01.531',0.076
'0:01.533',0.078
'0:01.535',0.082
'0:01.538',0.093
'0:01.540',0.105
'0:01.542',0.106
'0:01.544',0.107
'0:01.546',0.117
'0:01.548',0.123
'0:01.550',0.128
'0:01.552',0.134
'0:01.554',0.139
'0:01.556',0.144
'0:01.558',0.147
'0:01.560',0.149
'0:01.563',0.155
'0:01.565',0.161
'0:01.567',0.166
'0:01.569',0.168
'0:01.571',0.167
'0:01.573',0.172
'0:01.575',0.179
'0:01.577',0.177
'0:01.579',0.175
'0:01.581',0.178
'0:01.583',0.177
'0:01.585',0.168
'0:01.588',0.164
'0:01.590',0.167
'0:01.592',0.161
'0:01.594',0.144
'0:01.596',0.136
'0:01.598',0.132
'0:01.600',0.120
'0:01.602',0.110
'0:01.604',0.095
'0:01.606',0.084
'0:01.608',0.081
'0:01.610',0.066
'0:01.613',0.048
'0:01.615',0.040
'0:01.617',0.033
'0:01.619',0.023
'0:01.621',0.009
'0:01.623',-0.001
'0:01.625',-0.005
'0:01.627',-0.018
'0:01.629',-0.033
'0:01.631',-0.039
'0:01.633',-0.042
'0:01.635',-0.051
'0:01.638',-0.060
'0:01.640',-0.061
'0:01.642',-0.066
'0:01.644',-0.076
'0:01.646',-0.078
'0:01.648',-0.078
'0:01.650',-0.083
'0:01.652',-0.085
'0:01.654',-0.087
'0:01.656',-0.089
'0:01.658',-0.087
'0:01.660',-0.089
'0:01.663',-0.096
'0:01.665',-0.096
'0:01.667',-0.094
'0:01.669',-0.095
'0:01.671',-0.095
'0:01.673',-0.096
'0:01.675',-0.098
'0:01.677',-0.094
'0:01.679',-0.095
'0:01.681',-0.095
'0:01.683',-0.093
'0:01.685',-0.093
'0:01.688',-0.096
'0:01.690',-0.099
'0:01.692',-0.098
'0:01.694',-0.092
'0:01.696',-0.094
'0:01.698',-0.096
'0:01.700',-0.094
'0:01.702',-0.093
'0:01.704',-0.090
'0:01.706',-0.093
'0:01.708',-0.096
'0:01.710',-0.089
'0:01.713',-0.085
'0:01.715',-0.093
'0:01.717',-0.092
'0:01.719',-0.088
'0:01.721',-0.088
'0:01.723',-0.087
'0:01.725',-0.087
'0:01.727',-0.085
'0:01.729',-0.082
'0:01.731',-0.084
'0:01.733',-0.088
'0:01.735',-0.087
'0:01.738',-0.081
'0:01.740',-0.079
'0:01.742',-0.079
'0:01.744',-0.079
'0:01.746',-0.073
'0:01.748',-0.076
'0:01.750',-0.083
'0:01.752',-0.076
'0:01.754',-0.073
'0:01.756',-0.077
'0:01.758',-0.077
'0:01.760',-0.077
'0:01.763',-0.076
'0:01.765',-0.078
'0:01.767',-0.079
'0:01.769',-0.077
'0:01.771',-0.074
'0:01.773',-0.074
'0:01.775',-0.076
'0:01.777',-0.076
'0:01.779',-0.073
'0:01.781',-0.073
'0:01.783',-0.081
'0:01.785',-0.081
'0:01.788',-0.074
'0:01.790',-0.074
'0:01.792',-0.077
'0:01.794',-0.078
'0:01.796',-0.078
'0:01.798',-0.074
'0:01.800',-0.078
'0:01.802',-0.079
'0:01.804',-0.078
'0:01.806',-0.078
'0:01.808',-0.078
'0:01.810',-0.082
'0:01.813',-0.081
'0:01.815',-0.082
'0:01.817',-0.087
'0:01.819',-0.089
'0:01.821',-0.087
'0:01.823',-0.083
'0:01.825',-0.083
'0:01.827',-0.085
'0:01.829',-0.082
'0:01.831',-0.077
'0:01.833',-0.081
'0:01.835',-0.088
'0:01.838',-0.089
'0:01.840',-0.087
'0:01.842',-0.088
'0:01.844',-0.087
'0:01.846',-0.088
'0:01.848',-0.090
'0:01.850',-0.085
'0:01.852',-0.087
'0:01.854',-0.092
'0:01.856',-0.088
'0:01.858',-0.084
'0:01.860',-0.088
'0:01.863',-0.089
'0:01.865',-0.089
'0:01.867',-0.089
'0:01.869',-0.089
'0:01.871',-0.090
'0:01.873',-0.092
'0:01.875',-0.088
'0:01.877',-0.088
'0:01.879',-0.092
'0:01.881',-0.092
'0:01.883',-0.087
'0:01.885',-0.088
'0:01.888',-0.093
'0:01.890',-0.093
'0:01.892',-0.087
'0:01.894',-0.084
'0:01.896',-0.092
'0:01.898',-0.089
'0:01.900',-0.084
'0:01.902',-0.082
'0:01.904',-0.079
'0:01.906',-0.074
'0:01.908',-0.067
'0:01.910',-0.054
'0:01.913',-0.037
'0:01.915',-0.027
'0:01.917',-0.021
'0:01.919',-0.016
'0:01.921',-0.016
'0:01.923',-0.013
'0:01.925',-0.011
'0:01.927',-0.009
'0:01.929',-0.010
'0:01.931',-0.012
'0:01.933',-0.013
'0:01.935',-0.013
'0:01.938',-0.012
'0:01.940',-0.012
'0:01.942',-0.007
'0:01.944',0.004
'0:01.946',0.013
'0:01.948',0.016
'0:01.950',0.010
'0:01.952',0.009
'0:01.954',0.006
'0:01.956',-0.006
'0:01.958',-0.015
'0:01.960',-0.017
'0:01.963',-0.018
'0:01.965',-0.022
'0:01.967',-0.026
'0:01.969',-0.023
'0:01.971',-0.027
'0:01.973',-0.035
'0:01.975',-0.035
'0:01.977',-0.029
'0:01.979',-0.037
'0:01.981',-0.050
'0:01.983',-0.060
'0:01.985',-0.065
'0:01.988',-0.073
'0:01.990',-0.090
'0:01.992',-0.092
'0:01.994',-0.082
'0:01.996',-0.085
'0:01.998',-0.095
'0:02.000',-0.099
'0:02.002',-0.101
'0:02.004',-0.099
'0:02.006',-0.103
'0:02.008',-0.106
'0:02.010',-0.105
'0:02.013',-0.105
'0:02.015',-0.109
'0:02.017',-0.111
'0:02.019',-0.109
'0:02.021',-0.107
'0:02.023',-0.110
'0:02.025',-0.111
'0:02.027',-0.109
'0:02.029',-0.107
'0:02.031',-0.103
'0:02.033',-0.104
'0:02.035',-0.104
'0:02.038',-0.096
'0:02.040',-0.098
'0:02.042',-0.103
'0:02.044',-0.104
'0:02.046',-0.104
'0:02.048',-0.101
'0:02.050',-0.100
'0:02.052',-0.103
'0:02.054',-0.106
'0:02.056',-0.115
'0:02.058',-0.134
'0:02.060',-0.165
'0:02.063',-0.189
'0:02.065',-0.188
'0:02.067',-0.172
'0:02.069',-0.150
'0:02.071',-0.104
'0:02.073',-0.023
'0:02.075',0.067
'0:02.077',0.170
'0:02.079',0.306
'0:02.081',0.457
'0:02.083',0.630
'0:02.085',0.805
'0:02.088',0.964
'0:02.090',1.129
'0:02.092',1.267
'0:02.094',1.373
'0:02.096',1.388
'0:02.098',1.223
'0:02.100',0.922
'0:02.102',0.641
'0:02.104',0.463
'0:02.106',0.269
'0:02.108',0.043
'0:02.110',-0.074
'0:02.113',-0.103
'0:02.115',-0.129
'0:02.117',-0.149
'0:02.119',-0.144
'0:02.121',-0.132
'0:02.123',-0.115
'0:02.125',-0.103
'0:02.127',-0.094
'0:02.129',-0.083
'0:02.131',-0.078
'0:02.133',-0.077
'0:02.135',-0.081
'0:02.138',-0.085
'0:02.140',-0.087
'0:02.142',-0.088
'0:02.144',-0.090
'0:02.146',-0.095
'0:02.148',-0.092
'0:02.150',-0.089
'0:02.152',-0.093
'0:02.154',-0.094
'0:02.156',-0.095
'0:02.158',-0.094
'0:02.160',-0.092
'0:02.163',-0.096
'0:02.165',-0.095
'0:02.167',-0.089
'0:02.169',-0.088
'0:02.171',-0.089
'0:02.173',-0.092
'0:02.175',-0.087
'0:02.177',-0.084
'0:02.179',-0.088
'0:02.181',-0.087
'0:02.183',-0.082
'0:02.185',-0.081
'0:02.188',-0.078
'0:02.190',-0.076
'0:02.192',-0.076
'0:02.194',-0.076
'0:02.196',-0.078
'0:02.198',-0.077
'0:02.200',-0.071
'0:02.202',-0.068
'0:02.204',-0.067
'0:02.206',-0.065
'0:02.208',-0.065
'0:02.210',-0.061
'0:02.213',-0.066
'0:02.215',-0.067
'0:02.217',-0.056
'0:02.219',-0.059
'0:02.221',-0.060
'0:02.223',-0.054
'0:02.225',-0.055
'0:02.227',-0.054
'0:02.229',-0.050
'0:02.231',-0.054
'0:02.233',-0.049
'0:02.235',-0.040
'0:02.238',-0.038
'0:02.240',-0.039
'0:02.242',-0.040
'0:02.244',-0.038
'0:02.246',-0.032
'0:02.248',-0.033
'0:02.250',-0.033
'0:02.252',-0.027
'0:02.254',-0.023
'0:02.256',-0.018
'0:02.258',-0.020
'0:02.260',-0.020
'0:02.263',-0.013
'0:02.265',-0.013
'0:02.267',-0.013
'0:02.269',-0.004
'0:02.271',-0.001
'0:02.273',-0.001
'0:02.275',0.001
'0:02.277',0.005
'0:02.279',0.013
'0:02.281',0.016
'0:02.283',0.013
'0:02.285',0.021
'0:02.288',0.027
'0:02.290',0.032
'0:02.292',0.035
'0:02.294',0.039
'0:02.296',0.046
'0:02.298',0.052
'0:02.300',0.054
'0:02.302',0.060
'0:02.304',0.070
'0:02.306',0.077
'0:02.308',0.082
'0:02.310',0.087
'0:02.313',0.094
'0:02.315',0.104
'0:02.317',0.112
'0:02.319',0.114
'0:02.321',0.115
'0:02.323',0.126
'0:02.325',0.134
'0:02.327',0.134
'0:02.329',0.139
'0:02.331',0.149
'0:02.333',0.150
'0:02.335',0.151
'0:02.338',0.157
'0:02.340',0.162
'0:02.342',0.168
'0:02.344',0.172
'0:02.346',0.171
'0:02.348',0.173
'0:02.350',0.181
'0:02.352',0.181
'0:02.354',0.179
'0:02.356',0.184
'0:02.358',0.186
'0:02.360',0.182
'0:02.363',0.179
'0:02.365',0.179
'0:02.367',0.172
'0:02.369',0.160
'0:02.371',0.153
'0:02.373',0.144
'0:02.375',0.137
'0:02.377',0.128
'0:02.379',0.116
'0:02.381',0.110
'0:02.383',0.103
'0:02.385',0.084
'0:02.388',0.070
'0:02.390',0.061
'0:02.392',0.050
'0:02.394',0.039
'0:02.396',0.027
'0:02.398',0.018
'0:02.400',0.012
'0:02.402',-0.001
'0:02.404',-0.016
'0:02.406',-0.020
'0:02.408',-0.027
'0:02.410',-0.035
'0:02.413',-0.043
'0:02.415',-0.049
'0:02.417',-0.052
'0:02.419',-0.059
'0:02.421',-0.068
'0:02.423',-0.071
'0:02.425',-0.072
'0:02.427',-0.077
'0:02.429',-0.081
'0:02.431',-0.083
'0:02.433',-0.083
'0:02.435',-0.083
'0:02.438',-0.087
'0:02.440',-0.089
'0:02.442',-0.085
'0:02.444',-0.088
'0:02.446',-0.093
'0:02.448',-0.092
'0:02.450',-0.090
'0:02.452',-0.093
'0:02.454',-0.095
'0:02.456',-0.096
'0:02.458',-0.096
'0:02.460',-0.094
'0:02.463',-0.092
'0:02.465',-0.093
'0:02.467',-0.093
'0:02.469',-0.092
'0:02.471',-0.090
'0:02.473',-0.090
'0:02.475',-0.090
'0:02.477',-0.089
'0:02.479',-0.088
'0:02.481',-0.087
